Lesson,Exercise ID,Type,Order,Prompt HY,Prompt EN,Prompt RU
w8_l3,w8_l3_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էկոհամակարգ"","Translate: "էկոհամակարգ"","Переведи: "էկոհամակարգ""
w8_l3,w8_l3_v10,multiple_choice,26,"Ընտրիր "կայունություն"-ի թարգմանությունը","Choose the meaning of "sustainability"","Выбери перевод "устойчивость""
w8_l3,w8_l3_v10_mc_answer,translate,27,"Թարգմանիր՝ "կայունություն"","Translate: "կայունություն"","Переведи: "կայունություն""
w8_l3,w8_l3_v10_mc_prompt,translate,31,"Թարգմանիր՝ "քամու էներգիա"","Translate: "քամու էներգիա"","Переведи: "քամու էներգիա""
w8_l3,w8_l3_v10_tr_answer,multiple_choice,32,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","Choose the meaning of "carbon footprint"","Выбери перевод "углеродный след""
w8_l3,w8_l3_v10_tr_prompt,multiple_choice,36,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","Choose the meaning of "renewable"","Выбери перевод "возобновляемый""
w8_l3,w8_l3_v11,translate,37,"Թարգմանիր՝ "վերականգնվող"","Translate: "վերականգնվող"","Переведи: "վերականգնվող""
w8_l3,w8_l3_v11_mc_answer,multiple_choice,38,"Ընտրիր "վնասակար"-ի թարգմանությունը","Choose the meaning of "harmful"","Выбери перевод "вредный""
w8_l3,w8_l3_v11_mc_prompt,multiple_choice,42,"Ընտրիր "փրկել"-ի թարգմանությունը","Choose the meaning of "to save"","Выбери перевод "спасать""
w8_l3,w8_l3_v11_tr_answer,translate,43,"Թարգմանիր՝ "փրկել"","Translate: "փրկել"","Переведи: "փրկել""
w8_l3,w8_l3_v11_tr_prompt,translate,47,"Թարգմանիր՝ "վերաօգտագործել"","Translate: "վերաօգտագործել"","Переведи: "վերաօգտագործել""
w8_l3,w8_l3_v12,multiple_choice,48,"Ընտրիր "տնկել"-ի թարգմանությունը","Choose the meaning of "to plant"","Выбери перевод "сажать""
w8_l3,w8_l3_v12_mc_answer,translate,49,"Թարգմանիր՝ "տնկել"","Translate: "տնկել"","Переведи: "տնկել""
w8_l4,w8_l4_match_prompt,translate,3,"Թարգմանիր՝ "շրջակա միջավայր"","Translate: "շրջակա միջավայր"","Переведи: "շրջակա միջավայր""
w8_l4,w8_l4_v0,multiple_choice,4,"Ընտրիր "կլիմա"-ի թարգմանությունը","Choose the meaning of "climate"","Выбери перевод "климат""
w8_l4,w8_l4_v0_mc_answer,translate,5,"Թարգմանիր՝ "կլիմա"","Translate: "կլիմա"","Переведи: "կլիմա""
w8_l4,w8_l4_v0_mc_prompt,translate,9,"Թարգմանիր՝ "աղտոտում"","Translate: "աղտոտում"","Переведи: "աղտոտում""
w8_l4,w8_l4_v0_tr_answer,multiple_choice,10,"Ընտրիր "թափոններ"-ի թարգմանությունը","Choose the meaning of "waste"","Выбери перевод "отходы""
w8_l4,w8_l4_v0_tr_prompt,multiple_choice,14,"Ընտրիր "վերամշակում"-ի թարգմանությունը","Choose the meaning of "recycling"","Выбери перевод "переработка""
w8_l4,w8_l4_v1,translate,15,"Թարգմանիր՝ "վերամշակում"","Translate: "վերամշակում"","Переведи: "վերամշակում""
w8_l4,w8_l4_v1_mc_answer,multiple_choice,16,"Ընտրիր "անտառահատում"-ի թարգմանությունը","Choose the meaning of "deforestation"","Выбери перевод "вырубка лесов""
w8_l4,w8_l4_v1_mc_prompt,multiple_choice,20,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","Choose the meaning of "endangered species"","Выбери перевод "вымирающий вид""
w8_l4,w8_l4_v1_tr_answer,translate,21,"Թարգմանիր՝ "վտանգված տեսակ"","Translate: "վտանգված տեսակ"","Переведи: "վտանգված տեսակ""
w8_l4,w8_l4_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էկոհամակարգ"","Translate: "էկոհամակարգ"","Переведи: "էկոհամակարգ""
w8_l4,w8_l4_v10,multiple_choice,26,"Ընտրիր "կայունություն"-ի թարգմանությունը","Choose the meaning of "sustainability"","Выбери перевод "устойчивость""
w8_l4,w8_l4_v10_mc_answer,translate,27,"Թարգմանիր՝ "կայունություն"","Translate: "կայունություն"","Переведи: "կայունություն""
w8_l4,w8_l4_v10_mc_prompt,translate,31,"Թարգմանիր՝ "քամու էներգիա"","Translate: "քամու էներգիա"","Переведи: "քամու էներգիա""
w8_l4,w8_l4_v10_tr_answer,multiple_choice,32,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","Choose the meaning of "carbon footprint"","Выбери перевод "углеродный след""
w8_l4,w8_l4_v10_tr_prompt,multiple_choice,36,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","Choose the meaning of "renewable"","Выбери перевод "возобновляемый""
w8_l4,w8_l4_v11,translate,37,"Թարգմանիր՝ "վերականգնվող"","Translate: "վերականգնվող"","Переведи: "վերականգնվող""
w8_l4,w8_l4_v11_mc_answer,multiple_choice,38,"Ընտրիր "վնասակար"-ի թարգմանությունը","Choose the meaning of "harmful"","Выбери перевод "вредный""
w8_l4,w8_l4_v11_mc_prompt,multiple_choice,42,"Ընտրիր "փրկել"-ի թարգմանությունը","Choose the meaning of "to save"","Выбери перевод "спасать""
w8_l4,w8_l4_v11_tr_answer,translate,43,"Թարգմանիր՝ "փրկել"","Translate: "փրկել"","Переведи: "փրկել""
w8_l4,w8_l4_v11_tr_prompt,translate,47,"Թարգմանիր՝ "վերաօգտագործել"","Translate: "վերաօգտագործել"","Переведи: "վերաօգտագործել""
w8_l4,w8_l4_v12,multiple_choice,48,"Ընտրիր "տնկել"-ի թարգմանությունը","Choose the meaning of "to plant"","Выбери перевод "сажать""
w8_l4,w8_l4_v12_mc_answer,translate,49,"Թարգմանիր՝ "տնկել"","Translate: "տնկել"","Переведи: "տնկել""
w8_l5,w8_l5_match_prompt,translate,3,"Թարգմանիր՝ "շրջակա միջավայր"","Translate: "շրջակա միջավայր"","Переведи: "շրջակա միջավայր""
w8_l5,w8_l5_v0,multiple_choice,4,"Ընտրիր "կլիմա"-ի թարգմանությունը","Choose the meaning of "climate"","Выбери перевод "климат""
w8_l5,w8_l5_v0_mc_answer,translate,5,"Թարգմանիր՝ "կլիմա"","Translate: "կլիմա"","Переведи: "կլիմա""
w8_l5,w8_l5_v0_mc_prompt,translate,9,"Թարգմանիր՝ "աղտոտում"","Translate: "աղտոտում"","Переведи: "աղտոտում""
w8_l5,w8_l5_v0_tr_answer,multiple_choice,10,"Ընտրիր "թափոններ"-ի թարգմանությունը","Choose the meaning of "waste"","Выбери перевод "отходы""
w8_l5,w8_l5_v0_tr_prompt,multiple_choice,14,"Ընտրիր "վերամշակում"-ի թարգմանությունը","Choose the meaning of "recycling"","Выбери перевод "переработка""
w8_l5,w8_l5_v1,translate,15,"Թարգմանիր՝ "վերամշակում"","Translate: "վերամշակում"","Переведи: "վերամշակում""
w8_l5,w8_l5_v1_mc_answer,multiple_choice,16,"Ընտրիր "անտառահատում"-ի թարգմանությունը","Choose the meaning of "deforestation"","Выбери перевод "вырубка лесов""
w8_l5,w8_l5_v1_mc_prompt,multiple_choice,20,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","Choose the meaning of "endangered species"","Выбери перевод "вымирающий вид""
w8_l5,w8_l5_v1_tr_answer,translate,21,"Թարգմանիր՝ "վտանգված տեսակ"","Translate: "վտանգված տեսակ"","Переведи: "վտանգված տեսակ""
w8_l5,w8_l5_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էկոհամակարգ"","Translate: "էկոհամակարգ"","Переведи: "էկոհամակարգ""
w8_l5,w8_l5_v10,multiple_choice,26,"Ընտրիր "կայունություն"-ի թարգմանությունը","Choose the meaning of "sustainability"","Выбери перевод "устойчивость""
w8_l5,w8_l5_v10_mc_answer,translate,27,"Թարգմանիր՝ "կայունություն"","Translate: "կայունություն"","Переведи: "կայունություն""
w8_l5,w8_l5_v10_mc_prompt,translate,31,"Թարգմանիր՝ "քամու էներգիա"","Translate: "քամու էներգիա"","Переведи: "քամու էներգիա""
w8_l5,w8_l5_v10_tr_answer,multiple_choice,32,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","Choose the meaning of "carbon footprint"","Выбери перевод "углеродный след""
w8_l5,w8_l5_v10_tr_prompt,multiple_choice,36,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","Choose the meaning of "renewable"","Выбери перевод "возобновляемый""
w8_l5,w8_l5_v11,translate,37,"Թարգմանիր՝ "վերականգնվող"","Translate: "վերականգնվող"","Переведи: "վերականգնվող""
w8_l5,w8_l5_v11_mc_answer,multiple_choice,38,"Ընտրիր "վնասակար"-ի թարգմանությունը","Choose the meaning of "harmful"","Выбери перевод "вредный""
w8_l5,w8_l5_v11_mc_prompt,multiple_choice,42,"Ընտրիր "փրկել"-ի թարգմանությունը","Choose the meaning of "to save"","Выбери перевод "спасать""
w8_l5,w8_l5_v11_tr_answer,translate,43,"Թարգմանիր՝ "փրկել"","Translate: "փրկել"","Переведи: "փրկել""
w8_l5,w8_l5_v11_tr_prompt,translate,47,"Թարգմանիր՝ "վերաօգտագործել"","Translate: "վերաօգտագործել"","Переведи: "վերաօգտագործել""
w8_l5,w8_l5_v12,multiple_choice,48,"Ընտրիր "տնկել"-ի թարգմանությունը","Choose the meaning of "to plant"","Выбери перевод "сажать""
w8_l5,w8_l5_v12_mc_answer,translate,49,"Թարգմանիր՝ "տնկել"","Translate: "տնկել"","Переведи: "տնկել""
w8_l6,w8_l6_match_prompt,translate,3,"Թարգմանիր՝ "շրջակա միջավայր"","Translate: "շրջակա միջավայր"","Переведи: "շրջակա միջավայր""
w8_l6,w8_l6_v0,multiple_choice,4,"Ընտրիր "կլիմա"-ի թարգմանությունը","Choose the meaning of "climate"","Выбери перевод "климат""
w8_l6,w8_l6_v0_mc_answer,translate,5,"Թարգմանիր՝ "կլիմա"","Translate: "կլիմա"","Переведи: "կլիմա""
w8_l6,w8_l6_v0_mc_prompt,translate,9,"Թարգմանիր՝ "աղտոտում"","Translate: "աղտոտում"","Переведи: "աղտոտում""
w8_l6,w8_l6_v0_tr_answer,multiple_choice,10,"Ընտրիր "թափոններ"-ի թարգմանությունը","Choose the meaning of "waste"","Выбери перевод "отходы""
w8_l6,w8_l6_v0_tr_prompt,multiple_choice,14,"Ընտրիր "վերամշակում"-ի թարգմանությունը","Choose the meaning of "recycling"","Выбери перевод "переработка""
w8_l6,w8_l6_v1,translate,15,"Թարգմանիր՝ "վերամշակում"","Translate: "վերամշակում"","Переведи: "վերամշակում""
w8_l6,w8_l6_v1_mc_answer,multiple_choice,16,"Ընտրիր "անտառահատում"-ի թարգմանությունը","Choose the meaning of "deforestation"","Выбери перевод "вырубка лесов""
w8_l6,w8_l6_v1_mc_prompt,multiple_choice,20,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","Choose the meaning of "endangered species"","Выбери перевод "вымирающий вид""
w8_l6,w8_l6_v1_tr_answer,translate,21,"Թարգմանիր՝ "վտանգված տեսակ"","Translate: "վտանգված տեսակ"","Переведи: "վտանգված տեսակ""
w8_l6,w8_l6_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էկոհամակարգ"","Translate: "էկոհամակարգ"","Переведи: "էկոհամակարգ""
w8_l6,w8_l6_v10,multiple_choice,26,"Ընտրիր "կայունություն"-ի թարգմանությունը","Choose the meaning of "sustainability"","Выбери перевод "устойчивость""
w8_l6,w8_l6_v10_mc_answer,translate,27,"Թարգմանիր՝ "կայունություն"","Translate: "կայունություն"","Переведи: "կայունություն""
w8_l6,w8_l6_v10_mc_prompt,translate,31,"Թարգմանիր՝ "քամու էներգիա"","Translate: "քամու էներգիա"","Переведи: "քամու էներգիա""
w8_l6,w8_l6_v10_tr_answer,multiple_choice,32,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","Choose the meaning of "carbon footprint"","Выбери перевод "углеродный след""
w8_l6,w8_l6_v10_tr_prompt,multiple_choice,36,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","Choose the meaning of "renewable"","Выбери перевод "возобновляемый""
w8_l6,w8_l6_v11,translate,37,"Թարգմանիր՝ "վերականգնվող"","Translate: "վերականգնվող"","Переведи: "վերականգնվող""
w8_l6,w8_l6_v11_mc_answer,multiple_choice,38,"Ընտրիր "վնասակար"-ի թարգմանությունը","Choose the meaning of "harmful"","Выбери перевод "вредный""
w8_l6,w8_l6_v11_mc_prompt,multiple_choice,42,"Ընտրիր "փրկել"-ի թարգմանությունը","Choose the meaning of "to save"","Выбери перевод "спасать""
w8_l6,w8_l6_v11_tr_answer,translate,43,"Թարգմանիր՝ "փրկել"","Translate: "փրկել"","Переведи: "փրկել""
w8_l6,w8_l6_v11_tr_prompt,translate,47,"Թարգմանիր՝ "վերաօգտագործել"","Translate: "վերաօգտագործել"","Переведи: "վերաօգտագործել""
w8_l6,w8_l6_v12,multiple_choice,48,"Ընտրիր "տնկել"-ի թարգմանությունը","Choose the meaning of "to plant"","Выбери перевод "сажать""
w8_l6,w8_l6_v12_mc_answer,translate,49,"Թարգմանիր՝ "տնկել"","Translate: "տնկել"","Переведи: "տնկել""
w8_l7,w8_l7_match_prompt,translate,3,"Թարգմանիր՝ "շրջակա միջավայր"","Translate: "շրջակա միջավայր"","Переведи: "շրջակա միջավայր""
w8_l7,w8_l7_v0,multiple_choice,4,"Ընտրիր "կլիմա"-ի թարգմանությունը","Choose the meaning of "climate"","Выбери перевод "климат""
w8_l7,w8_l7_v0_mc_answer,translate,5,"Թարգմանիր՝ "կլիմա"","Translate: "կլիմա"","Переведи: "կլիմա""
w8_l7,w8_l7_v0_mc_prompt,translate,9,"Թարգմանիր՝ "աղտոտում"","Translate: "աղտոտում"","Переведи: "աղտոտում""
w8_l7,w8_l7_v0_tr_answer,multiple_choice,10,"Ընտրիր "թափոններ"-ի թարգմանությունը","Choose the meaning of "waste"","Выбери перевод "отходы""
w8_l7,w8_l7_v0_tr_prompt,multiple_choice,14,"Ընտրիր "վերամշակում"-ի թարգմանությունը","Choose the meaning of "recycling"","Выбери перевод "переработка""
w8_l7,w8_l7_v1,translate,15,"Թարգմանիր՝ "վերամշակում"","Translate: "վերամշակում"","Переведи: "վերամշակում""
w8_l7,w8_l7_v1_mc_answer,multiple_choice,16,"Ընտրիր "անտառահատում"-ի թարգմանությունը","Choose the meaning of "deforestation"","Выбери перевод "вырубка лесов""
w8_l7,w8_l7_v1_mc_prompt,multiple_choice,20,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","Choose the meaning of "endangered species"","Выбери перевод "вымирающий вид""
w8_l7,w8_l7_v1_tr_answer,translate,21,"Թարգմանիր՝ "վտանգված տեսակ"","Translate: "վտանգված տեսակ"","Переведи: "վտանգված տեսակ""
w8_l7,w8_l7_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էկոհամակարգ"","Translate: "էկոհամակարգ"","Переведи: "էկոհամակարգ""
w8_l7,w8_l7_v10,multiple_choice,26,"Ընտրիր "կայունություն"-ի թարգմանությունը","Choose the meaning of "sustainability"","Выбери перевод "устойчивость""
w8_l7,w8_l7_v10_mc_answer,translate,27,"Թարգմանիր՝ "կայունություն"","Translate: "կայունություն"","Переведи: "կայունություն""
w8_l7,w8_l7_v10_mc_prompt,translate,31,"Թարգմանիր՝ "քամու էներգիա"","Translate: "քամու էներգիա"","Переведи: "քամու էներգիա""
w8_l7,w8_l7_v10_tr_answer,multiple_choice,32,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","Choose the meaning of "carbon footprint"","Выбери перевод "углеродный след""
w8_l7,w8_l7_v10_tr_prompt,multiple_choice,36,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","Choose the meaning of "renewable"","Выбери перевод "возобновляемый""
w8_l7,w8_l7_v11,translate,37,"Թարգմանիր՝ "վերականգնվող"","Translate: "վերականգնվող"","Переведи: "վերականգնվող""
w8_l7,w8_l7_v11_mc_answer,multiple_choice,38,"Ընտրիր "վնասակար"-ի թարգմանությունը","Choose the meaning of "harmful"","Выбери перевод "вредный""
w8_l7,w8_l7_v11_mc_prompt,multiple_choice,42,"Ընտրիր "փրկել"-ի թարգմանությունը","Choose the meaning of "to save"","Выбери перевод "спасать""
w8_l7,w8_l7_v11_tr_answer,translate,43,"Թարգմանիր՝ "փրկել"","Translate: "փրկել"","Переведи: "փրկել""
w8_l7,w8_l7_v11_tr_prompt,translate,47,"Թարգմանիր՝ "վերաօգտագործել"","Translate: "վերաօգտագործել"","Переведи: "վերաօգտագործել""
w8_l7,w8_l7_v12,multiple_choice,48,"Ընտրիր "տնկել"-ի թարգմանությունը","Choose the meaning of "to plant"","Выбери перевод "сажать""
w8_l7,w8_l7_v12_mc_answer,translate,49,"Թարգմանիր՝ "տնկել"","Translate: "տնկել"","Переведи: "տնկել""
w8_l8,w8_l8_match_prompt,translate,3,"Թարգմանիր՝ "շրջակա միջավայր"","Translate: "շրջակա միջավայր"","Переведи: "շրջակա միջավայր""
w8_l8,w8_l8_v0,multiple_choice,4,"Ընտրիր "կլիմա"-ի թարգմանությունը","Choose the meaning of "climate"","Выбери перевод "климат""
w8_l8,w8_l8_v0_mc_answer,translate,5,"Թարգմանիր՝ "կլիմա"","Translate: "կլիմա"","Переведи: "կլիմա""
w8_l8,w8_l8_v0_mc_prompt,translate,9,"Թարգմանիր՝ "աղտոտում"","Translate: "աղտոտում"","Переведи: "աղտոտում""
w8_l8,w8_l8_v0_tr_answer,multiple_choice,10,"Ընտրիր "թափոններ"-ի թարգմանությունը","Choose the meaning of "waste"","Выбери перевод "отходы""
w8_l8,w8_l8_v0_tr_prompt,multiple_choice,14,"Ընտրիր "վերամշակում"-ի թարգմանությունը","Choose the meaning of "recycling"","Выбери перевод "переработка""
w8_l8,w8_l8_v1,translate,15,"Թարգմանիր՝ "վերամշակում"","Translate: "վերամշակում"","Переведи: "վերամշակում""
w8_l8,w8_l8_v1_mc_answer,multiple_choice,16,"Ընտրիր "անտառահատում"-ի թարգմանությունը","Choose the meaning of "deforestation"","Выбери перевод "вырубка лесов""
w8_l8,w8_l8_v1_mc_prompt,multiple_choice,20,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","Choose the meaning of "endangered species"","Выбери перевод "вымирающий вид""
w8_l8,w8_l8_v1_tr_answer,translate,21,"Թարգմանիր՝ "վտանգված տեսակ"","Translate: "վտանգված տեսակ"","Переведи: "վտանգված տեսակ""
w8_l8,w8_l8_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էկոհամակարգ"","Translate: "էկոհամակարգ"","Переведи: "էկոհամակարգ""
w8_l8,w8_l8_v10,multiple_choice,26,"Ընտրիր "կայունություն"-ի թարգմանությունը","Choose the meaning of "sustainability"","Выбери перевод "устойчивость""
w8_l8,w8_l8_v10_mc_answer,translate,27,"Թարգմանիր՝ "կայունություն"","Translate: "կայունություն"","Переведи: "կայունություն""
w8_l8,w8_l8_v10_mc_prompt,translate,31,"Թարգմանիր՝ "քամու էներգիա"","Translate: "քամու էներգիա"","Переведи: "քամու էներգիա""
w8_l8,w8_l8_v10_tr_answer,multiple_choice,32,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","Choose the meaning of "carbon footprint"","Выбери перевод "углеродный след""
w8_l8,w8_l8_v10_tr_prompt,multiple_choice,36,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","Choose the meaning of "renewable"","Выбери перевод "возобновляемый""
w8_l8,w8_l8_v11,translate,37,"Թարգմանիր՝ "վերականգնվող"","Translate: "վերականգնվող"","Переведи: "վերականգնվող""
w8_l8,w8_l8_v11_mc_answer,multiple_choice,38,"Ընտրիր "վնասակար"-ի թարգմանությունը","Choose the meaning of "harmful"","Выбери перевод "вредный""
w8_l8,w8_l8_v11_mc_prompt,multiple_choice,42,"Ընտրիր "փրկել"-ի թարգմանությունը","Choose the meaning of "to save"","Выбери перевод "спасать""
w8_l8,w8_l8_v11_tr_answer,translate,43,"Թարգմանիր՝ "փրկել"","Translate: "փրկել"","Переведи: "փրկել""
w8_l8,w8_l8_v11_tr_prompt,translate,47,"Թարգմանիր՝ "վերաօգտագործել"","Translate: "վերաօգտագործել"","Переведи: "վերաօգտագործել""
w8_l8,w8_l8_v12,multiple_choice,48,"Ընտրիր "տնկել"-ի թարգմանությունը","Choose the meaning of "to plant"","Выбери перевод "сажать""
w8_l8,w8_l8_v12_mc_answer,translate,49,"Թարգմանիր՝ "տնկել"","Translate: "տնկել"","Переведи: "տնկել""
w8_l9,w8_l9_match_prompt,translate,3,"Թարգմանիր՝ "շրջակա միջավայր"","Translate: "շրջակա միջավայր"","Переведи: "շրջակա միջավայր""
w8_l9,w8_l9_v0,multiple_choice,4,"Ընտրիր "կլիմա"-ի թարգմանությունը","Choose the meaning of "climate"","Выбери перевод "климат""
w8_l9,w8_l9_v0_mc_answer,translate,5,"Թարգմանիր՝ "կլիմա"","Translate: "կլիմա"","Переведи: "կլիմա""
w8_l9,w8_l9_v0_mc_prompt,translate,9,"Թարգմանիր՝ "աղտոտում"","Translate: "աղտոտում"","Переведи: "աղտոտում""
w8_l9,w8_l9_v0_tr_answer,multiple_choice,10,"Ընտրիր "թափոններ"-ի թարգմանությունը","Choose the meaning of "waste"","Выбери перевод "отходы""
w8_l9,w8_l9_v0_tr_prompt,multiple_choice,14,"Ընտրիր "վերամշակում"-ի թարգմանությունը","Choose the meaning of "recycling"","Выбери перевод "переработка""
w8_l9,w8_l9_v1,translate,15,"Թարգմանիր՝ "վերամշակում"","Translate: "վերամշակում"","Переведи: "վերամշակում""
w8_l9,w8_l9_v1_mc_answer,multiple_choice,16,"Ընտրիր "անտառահատում"-ի թարգմանությունը","Choose the meaning of "deforestation"","Выбери перевод "вырубка лесов""
w8_l9,w8_l9_v1_mc_prompt,multiple_choice,20,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","Choose the meaning of "endangered species"","Выбери перевод "вымирающий вид""
w8_l9,w8_l9_v1_tr_answer,translate,21,"Թարգմանիր՝ "վտանգված տեսակ"","Translate: "վտանգված տեսակ"","Переведи: "վտանգված տեսակ""
w8_l9,w8_l9_v1_tr_prompt,translate,25,"Թարգմանիր՝ "էկոհամակարգ"","Translate: "էկոհամակարգ"","Переведи: "էկոհամակարգ""
w8_l9,w8_l9_v10,multiple_choice,26,"Ընտրիր "կայունություն"-ի թարգմանությունը","Choose the meaning of "sustainability"","Выбери перевод "устойчивость""
w8_l9,w8_l9_v10_mc_answer,translate,27,"Թարգմանիր՝ "կայունություն"","Translate: "կայունություն"","Переведи: "կայունություն""
w8_l9,w8_l9_v10_mc_prompt,translate,31,"Թարգմանիր՝ "քամու էներգիա"","Translate: "քամու էներգիա"","Переведи: "քամու էներգիա""
w8_l9,w8_l9_v10_tr_answer,multiple_choice,32,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","Choose the meaning of "carbon footprint"","Выбери перевод "углеродный след""
w8_l9,w8_l9_v10_tr_prompt,multiple_choice,36,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","Choose the meaning of "renewable"","Выбери перевод "возобновляемый""
w8_l9,w8_l9_v11,translate,37,"Թարգմանիր՝ "վերականգնվող"","Translate: "վերականգնվող"","Переведи: "վերականգնվող""
w8_l9,w8_l9_v11_mc_answer,multiple_choice,38,"Ընտրիր "վնասակար"-ի թարգմանությունը","Choose the meaning of "harmful"","Выбери перевод "вредный""
w8_l9,w8_l9_v11_mc_prompt,multiple_choice,42,"Ընտրիր "փրկել"-ի թարգմանությունը","Choose the meaning of "to save"","Выбери перевод "спасать""
w8_l9,w8_l9_v11_tr_answer,translate,43,"Թարգմանիր՝ "փրկել"","Translate: "փրկել"","Переведи: "փրկել""
w8_l9,w8_l9_v11_tr_prompt,translate,47,"Թարգմանիր՝ "վերաօգտագործել"","Translate: "վերաօգտագործել"","Переведи: "վերաօգտագործել""
w8_l9,w8_l9_v12,multiple_choice,48,"Ընտրիր "տնկել"-ի թարգմանությունը","Choose the meaning of "to plant"","Выбери перевод "сажать""
w8_l9,w8_l9_v12_mc_answer,translate,49,"Թարգմանիր՝ "տնկել"","Translate: "տնկել"","Переведи: "տնկել""
w9_l1,w9_l1_match_prompt,translate,3,"Թարգմանիր՝ "ընկերություն"","Translate: "ընկերություն"","Переведи: "ընկերություն""
w9_l1,w9_l1_v0,multiple_choice,4,"Ընտրիր "հաճախորդ"-ի թարգմանությունը","Choose the meaning of "client"","Выбери перевод "клиент""
w9_l1,w9_l1_v0_mc_answer,translate,5,"Թարգմանիր՝ "հաճախորդ"","Translate: "հաճախորդ"","Переведи: "հաճախորդ""
w9_l1,w9_l1_v0_mc_prompt,translate,9,"Թարգմանիր՝ "շահույթ"","Translate: "շահույթ"","Переведи: "շահույթ""
w9_l1,w9_l1_v0_tr_answer,multiple_choice,10,"Ընտրիր "ծախս"-ի թարգմանությունը","Choose the meaning of "expense"","Выбери перевод "расход""
w9_l1,w9_l1_v0_tr_prompt,multiple_choice,14,"Ընտրիր "ավանդ"-ի թարգմանությունը","Choose the meaning of "deposit"","Выбери перевод "депозит""
w9_l1,w9_l1_v1,translate,15,"Թարգմանիր՝ "ավանդ"","Translate: "ավանդ"","Переведи: "ավանդ""
w9_l1,w9_l1_v1_mc_answer,multiple_choice,16,"Ընտրիր "հաշիվ"-ի թարգմանությունը","Choose the meaning of "account"","Выбери перевод "счёт""
w9_l1,w9_l1_v1_mc_prompt,multiple_choice,20,"Ընտրիր "աշխատավարձ"-ի թարգմանությունը","Choose the meaning of "salary"","Выбери перевод "зарплата""
w9_l1,w9_l1_v1_tr_answer,translate,21,"Թարգմանիր՝ "աշխատավարձ"","Translate: "աշխատավարձ"","Переведи: "աշխատավարձ""
w9_l1,w9_l1_v1_tr_prompt,translate,25,"Թարգմանիր՝ "պայմանագիր"","Translate: "պայմանագիր"","Переведи: "պայմանագիր""
w9_l1,w9_l1_v10,multiple_choice,26,"Ընտրիր "կնիք"-ի թարգմանությունը","Choose the meaning of "stamp"","Выбери перевод "печать""
w9_l1,w9_l1_v10_mc_answer,translate,27,"Թարգմանիր՝ "կնիք"","Translate: "կնիք"","Переведи: "կնիք""
w9_l1,w9_l1_v10_mc_prompt,translate,31,"Թարգմանիր՝ "հանդիպում"","Translate: "հանդիպում"","Переведи: "հանդիպում""
w9_l1,w9_l1_v10_tr_answer,multiple_choice,32,"Ընտրիր "ներկայացում"-ի թարգմանությունը","Choose the meaning of "presentation"","Выбери перевод "презентация""
w9_l1,w9_l1_v10_tr_prompt,multiple_choice,36,"Ընտրիր "գովազդ"-ի թարգմանությունը","Choose the meaning of "advertising"","Выбери перевод "реклама""
w9_l1,w9_l1_v11,translate,37,"Թարգմանիր՝ "գովազդ"","Translate: "գովազդ"","Переведи: "գովազդ""
w9_l1,w9_l1_v11_mc_answer,multiple_choice,38,"Ընտրիր "ապրանք"-ի թարգմանությունը","Choose the meaning of "product"","Выбери перевод "товар""
w9_l1,w9_l1_v11_mc_prompt,multiple_choice,42,"Ընտրիր "մենեջեր"-ի թարգմանությունը","Choose the meaning of "manager"","Выбери перевод "менеджер""
w9_l1,w9_l1_v11_tr_answer,translate,43,"Թարգմանիր՝ "մենեջեր"","Translate: "մենեջեր"","Переведи: "մենեջեր""
w9_l1,w9_l1_v11_tr_prompt,translate,47,"Թարգմանիր՝ "բաժնետեր"","Translate: "բաժնետեր"","Переведи: "բաժնետեր""
w9_l1,w9_l1_v12,multiple_choice,48,"Ընտրիր "ներդրում"-ի թարգմանությունը","Choose the meaning of "investment"","Выбери перевод "инвестиция""
w9_l1,w9_l1_v12_mc_answer,translate,49,"Թարգմանիր՝ "ներդրում"","Translate: "ներդրում"","Переведи: "ներդրում""
