Lesson,Exercise ID,Type,Prompt,Answer,Audio ID,Has Audio
w8_l4,w8_l4_tr_24,translate,"Թարգմանիր՝ "տնկել"","to plant",000272,NO
w8_l4,w8_l4_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",017922,NO
w8_l5,w8_l5_mc_0,multiple_choice,"Ընտրիր "բնություն"-ի թարգմանությունը","nature",000026,NO
w8_l5,w8_l5_tr_0,translate,"Թարգմանիր՝ "բնություն"","nature",000032,NO
w8_l5,w8_l5_mc_1,multiple_choice,"Ընտրիր "շրջակա միջավայր"-ի թարգմանությունը","environment",000036,NO
w8_l5,w8_l5_tr_1,translate,"Թարգմանիր՝ "շրջակա միջավայր"","environment",000042,NO
w8_l5,w8_l5_mc_2,multiple_choice,"Ընտրիր "կլիմա"-ի թարգմանությունը","climate",000046,NO
w8_l5,w8_l5_tr_2,translate,"Թարգմանիր՝ "կլիմա"","climate",000052,NO
w8_l5,w8_l5_mc_3,multiple_choice,"Ընտրիր "ջերմաստիճան"-ի թարգմանությունը","temperature",000056,NO
w8_l5,w8_l5_tr_3,translate,"Թարգմանիր՝ "ջերմաստիճան"","temperature",000062,NO
w8_l5,w8_l5_mc_4,multiple_choice,"Ընտրիր "աղտոտում"-ի թարգմանությունը","pollution",000066,NO
w8_l5,w8_l5_tr_4,translate,"Թարգմանիր՝ "աղտոտում"","pollution",000072,NO
w8_l5,w8_l5_mc_5,multiple_choice,"Ընտրիր "թափոններ"-ի թարգմանությունը","waste",000076,NO
w8_l5,w8_l5_tr_5,translate,"Թարգմանիր՝ "թափոններ"","waste",000082,NO
w8_l5,w8_l5_mc_6,multiple_choice,"Ընտրիր "պլաստիկ"-ի թարգմանությունը","plastic",000086,NO
w8_l5,w8_l5_tr_6,translate,"Թարգմանիր՝ "պլաստիկ"","plastic",000092,NO
w8_l5,w8_l5_mc_7,multiple_choice,"Ընտրիր "վերամշակում"-ի թարգմանությունը","recycling",000096,NO
w8_l5,w8_l5_tr_7,translate,"Թարգմանիր՝ "վերամշակում"","recycling",000102,NO
w8_l5,w8_l5_mc_8,multiple_choice,"Ընտրիր "անտառահատում"-ի թարգմանությունը","deforestation",000106,NO
w8_l5,w8_l5_tr_8,translate,"Թարգմանիր՝ "անտառահատում"","deforestation",000112,NO
w8_l5,w8_l5_mc_9,multiple_choice,"Ընտրիր "կենդանիներ"-ի թարգմանությունը","animals",000116,NO
w8_l5,w8_l5_tr_9,translate,"Թարգմանիր՝ "կենդանիներ"","animals",000122,NO
w8_l5,w8_l5_mc_10,multiple_choice,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","endangered species",000126,NO
w8_l5,w8_l5_tr_10,translate,"Թարգմանիր՝ "վտանգված տեսակ"","endangered species",000132,NO
w8_l5,w8_l5_mc_11,multiple_choice,"Ընտրիր "արգելոց"-ի թարգմանությունը","reserve",000136,NO
w8_l5,w8_l5_tr_11,translate,"Թարգմանիր՝ "արգելոց"","reserve",000142,NO
w8_l5,w8_l5_mc_12,multiple_choice,"Ընտրիր "էկոհամակարգ"-ի թարգմանությունը","ecosystem",000146,NO
w8_l5,w8_l5_tr_12,translate,"Թարգմանիր՝ "էկոհամակարգ"","ecosystem",000152,NO
w8_l5,w8_l5_mc_13,multiple_choice,"Ընտրիր "կայունություն"-ի թարգմանությունը","sustainability",000156,NO
w8_l5,w8_l5_tr_13,translate,"Թարգմանիր՝ "կայունություն"","sustainability",000162,NO
w8_l5,w8_l5_mc_14,multiple_choice,"Ընտրիր "արևային էներգիա"-ի թարգմանությունը","solar energy",000166,NO
w8_l5,w8_l5_tr_14,translate,"Թարգմանիր՝ "արևային էներգիա"","solar energy",000172,NO
w8_l5,w8_l5_mc_15,multiple_choice,"Ընտրիր "քամու էներգիա"-ի թարգմանությունը","wind energy",000176,NO
w8_l5,w8_l5_tr_15,translate,"Թարգմանիր՝ "քամու էներգիա"","wind energy",000182,NO
w8_l5,w8_l5_mc_16,multiple_choice,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","carbon footprint",000186,NO
w8_l5,w8_l5_tr_16,translate,"Թարգմանիր՝ "ածխածնի հետք"","carbon footprint",000192,NO
w8_l5,w8_l5_mc_17,multiple_choice,"Ընտրիր "կանաչ"-ի թարգմանությունը","green",000196,NO
w8_l5,w8_l5_tr_17,translate,"Թարգմանիր՝ "կանաչ"","green",000202,NO
w8_l5,w8_l5_mc_18,multiple_choice,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","renewable",000206,NO
w8_l5,w8_l5_tr_18,translate,"Թարգմանիր՝ "վերականգնվող"","renewable",000212,NO
w8_l5,w8_l5_mc_19,multiple_choice,"Ընտրիր "վնասակար"-ի թարգմանությունը","harmful",000216,NO
w8_l5,w8_l5_tr_19,translate,"Թարգմանիր՝ "վնասակար"","harmful",000222,NO
w8_l5,w8_l5_mc_20,multiple_choice,"Ընտրիր "պաշտպանել"-ի թարգմանությունը","to protect",000226,NO
w8_l5,w8_l5_tr_20,translate,"Թարգմանիր՝ "պաշտպանել"","to protect",000232,NO
w8_l5,w8_l5_mc_21,multiple_choice,"Ընտրիր "փրկել"-ի թարգմանությունը","to save",000236,NO
w8_l5,w8_l5_tr_21,translate,"Թարգմանիր՝ "փրկել"","to save",000242,NO
w8_l5,w8_l5_mc_22,multiple_choice,"Ընտրիր "նվազեցնել"-ի թարգմանությունը","to reduce",000246,NO
w8_l5,w8_l5_tr_22,translate,"Թարգմանիր՝ "նվազեցնել"","to reduce",000252,NO
w8_l5,w8_l5_mc_23,multiple_choice,"Ընտրիր "վերաօգտագործել"-ի թարգմանությունը","to reuse",000256,NO
w8_l5,w8_l5_tr_23,translate,"Թարգմանիր՝ "վերաօգտագործել"","to reuse",000262,NO
w8_l5,w8_l5_mc_24,multiple_choice,"Ընտրիր "տնկել"-ի թարգմանությունը","to plant",000266,NO
w8_l5,w8_l5_tr_24,translate,"Թարգմանիր՝ "տնկել"","to plant",000272,NO
w8_l5,w8_l5_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",018201,NO
w8_l6,w8_l6_mc_0,multiple_choice,"Ընտրիր "բնություն"-ի թարգմանությունը","nature",000026,NO
w8_l6,w8_l6_tr_0,translate,"Թարգմանիր՝ "բնություն"","nature",000032,NO
w8_l6,w8_l6_mc_1,multiple_choice,"Ընտրիր "շրջակա միջավայր"-ի թարգմանությունը","environment",000036,NO
w8_l6,w8_l6_tr_1,translate,"Թարգմանիր՝ "շրջակա միջավայր"","environment",000042,NO
w8_l6,w8_l6_mc_2,multiple_choice,"Ընտրիր "կլիմա"-ի թարգմանությունը","climate",000046,NO
w8_l6,w8_l6_tr_2,translate,"Թարգմանիր՝ "կլիմա"","climate",000052,NO
w8_l6,w8_l6_mc_3,multiple_choice,"Ընտրիր "ջերմաստիճան"-ի թարգմանությունը","temperature",000056,NO
w8_l6,w8_l6_tr_3,translate,"Թարգմանիր՝ "ջերմաստիճան"","temperature",000062,NO
w8_l6,w8_l6_mc_4,multiple_choice,"Ընտրիր "աղտոտում"-ի թարգմանությունը","pollution",000066,NO
w8_l6,w8_l6_tr_4,translate,"Թարգմանիր՝ "աղտոտում"","pollution",000072,NO
w8_l6,w8_l6_mc_5,multiple_choice,"Ընտրիր "թափոններ"-ի թարգմանությունը","waste",000076,NO
w8_l6,w8_l6_tr_5,translate,"Թարգմանիր՝ "թափոններ"","waste",000082,NO
w8_l6,w8_l6_mc_6,multiple_choice,"Ընտրիր "պլաստիկ"-ի թարգմանությունը","plastic",000086,NO
w8_l6,w8_l6_tr_6,translate,"Թարգմանիր՝ "պլաստիկ"","plastic",000092,NO
w8_l6,w8_l6_mc_7,multiple_choice,"Ընտրիր "վերամշակում"-ի թարգմանությունը","recycling",000096,NO
w8_l6,w8_l6_tr_7,translate,"Թարգմանիր՝ "վերամշակում"","recycling",000102,NO
w8_l6,w8_l6_mc_8,multiple_choice,"Ընտրիր "անտառահատում"-ի թարգմանությունը","deforestation",000106,NO
w8_l6,w8_l6_tr_8,translate,"Թարգմանիր՝ "անտառահատում"","deforestation",000112,NO
w8_l6,w8_l6_mc_9,multiple_choice,"Ընտրիր "կենդանիներ"-ի թարգմանությունը","animals",000116,NO
w8_l6,w8_l6_tr_9,translate,"Թարգմանիր՝ "կենդանիներ"","animals",000122,NO
w8_l6,w8_l6_mc_10,multiple_choice,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","endangered species",000126,NO
w8_l6,w8_l6_tr_10,translate,"Թարգմանիր՝ "վտանգված տեսակ"","endangered species",000132,NO
w8_l6,w8_l6_mc_11,multiple_choice,"Ընտրիր "արգելոց"-ի թարգմանությունը","reserve",000136,NO
w8_l6,w8_l6_tr_11,translate,"Թարգմանիր՝ "արգելոց"","reserve",000142,NO
w8_l6,w8_l6_mc_12,multiple_choice,"Ընտրիր "էկոհամակարգ"-ի թարգմանությունը","ecosystem",000146,NO
w8_l6,w8_l6_tr_12,translate,"Թարգմանիր՝ "էկոհամակարգ"","ecosystem",000152,NO
w8_l6,w8_l6_mc_13,multiple_choice,"Ընտրիր "կայունություն"-ի թարգմանությունը","sustainability",000156,NO
w8_l6,w8_l6_tr_13,translate,"Թարգմանիր՝ "կայունություն"","sustainability",000162,NO
w8_l6,w8_l6_mc_14,multiple_choice,"Ընտրիր "արևային էներգիա"-ի թարգմանությունը","solar energy",000166,NO
w8_l6,w8_l6_tr_14,translate,"Թարգմանիր՝ "արևային էներգիա"","solar energy",000172,NO
w8_l6,w8_l6_mc_15,multiple_choice,"Ընտրիր "քամու էներգիա"-ի թարգմանությունը","wind energy",000176,NO
w8_l6,w8_l6_tr_15,translate,"Թարգմանիր՝ "քամու էներգիա"","wind energy",000182,NO
w8_l6,w8_l6_mc_16,multiple_choice,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","carbon footprint",000186,NO
w8_l6,w8_l6_tr_16,translate,"Թարգմանիր՝ "ածխածնի հետք"","carbon footprint",000192,NO
w8_l6,w8_l6_mc_17,multiple_choice,"Ընտրիր "կանաչ"-ի թարգմանությունը","green",000196,NO
w8_l6,w8_l6_tr_17,translate,"Թարգմանիր՝ "կանաչ"","green",000202,NO
w8_l6,w8_l6_mc_18,multiple_choice,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","renewable",000206,NO
w8_l6,w8_l6_tr_18,translate,"Թարգմանիր՝ "վերականգնվող"","renewable",000212,NO
w8_l6,w8_l6_mc_19,multiple_choice,"Ընտրիր "վնասակար"-ի թարգմանությունը","harmful",000216,NO
w8_l6,w8_l6_tr_19,translate,"Թարգմանիր՝ "վնասակար"","harmful",000222,NO
w8_l6,w8_l6_mc_20,multiple_choice,"Ընտրիր "պաշտպանել"-ի թարգմանությունը","to protect",000226,NO
w8_l6,w8_l6_tr_20,translate,"Թարգմանիր՝ "պաշտպանել"","to protect",000232,NO
w8_l6,w8_l6_mc_21,multiple_choice,"Ընտրիր "փրկել"-ի թարգմանությունը","to save",000236,NO
w8_l6,w8_l6_tr_21,translate,"Թարգմանիր՝ "փրկել"","to save",000242,NO
w8_l6,w8_l6_mc_22,multiple_choice,"Ընտրիր "նվազեցնել"-ի թարգմանությունը","to reduce",000246,NO
w8_l6,w8_l6_tr_22,translate,"Թարգմանիր՝ "նվազեցնել"","to reduce",000252,NO
w8_l6,w8_l6_mc_23,multiple_choice,"Ընտրիր "վերաօգտագործել"-ի թարգմանությունը","to reuse",000256,NO
w8_l6,w8_l6_tr_23,translate,"Թարգմանիր՝ "վերաօգտագործել"","to reuse",000262,NO
w8_l6,w8_l6_mc_24,multiple_choice,"Ընտրիր "տնկել"-ի թարգմանությունը","to plant",000266,NO
w8_l6,w8_l6_tr_24,translate,"Թարգմանիր՝ "տնկել"","to plant",000272,NO
w8_l6,w8_l6_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",018480,NO
w8_l7,w8_l7_mc_0,multiple_choice,"Ընտրիր "բնություն"-ի թարգմանությունը","nature",000026,NO
w8_l7,w8_l7_tr_0,translate,"Թարգմանիր՝ "բնություն"","nature",000032,NO
w8_l7,w8_l7_mc_1,multiple_choice,"Ընտրիր "շրջակա միջավայր"-ի թարգմանությունը","environment",000036,NO
w8_l7,w8_l7_tr_1,translate,"Թարգմանիր՝ "շրջակա միջավայր"","environment",000042,NO
w8_l7,w8_l7_mc_2,multiple_choice,"Ընտրիր "կլիմա"-ի թարգմանությունը","climate",000046,NO
w8_l7,w8_l7_tr_2,translate,"Թարգմանիր՝ "կլիմա"","climate",000052,NO
w8_l7,w8_l7_mc_3,multiple_choice,"Ընտրիր "ջերմաստիճան"-ի թարգմանությունը","temperature",000056,NO
w8_l7,w8_l7_tr_3,translate,"Թարգմանիր՝ "ջերմաստիճան"","temperature",000062,NO
w8_l7,w8_l7_mc_4,multiple_choice,"Ընտրիր "աղտոտում"-ի թարգմանությունը","pollution",000066,NO
w8_l7,w8_l7_tr_4,translate,"Թարգմանիր՝ "աղտոտում"","pollution",000072,NO
w8_l7,w8_l7_mc_5,multiple_choice,"Ընտրիր "թափոններ"-ի թարգմանությունը","waste",000076,NO
w8_l7,w8_l7_tr_5,translate,"Թարգմանիր՝ "թափոններ"","waste",000082,NO
w8_l7,w8_l7_mc_6,multiple_choice,"Ընտրիր "պլաստիկ"-ի թարգմանությունը","plastic",000086,NO
w8_l7,w8_l7_tr_6,translate,"Թարգմանիր՝ "պլաստիկ"","plastic",000092,NO
w8_l7,w8_l7_mc_7,multiple_choice,"Ընտրիր "վերամշակում"-ի թարգմանությունը","recycling",000096,NO
w8_l7,w8_l7_tr_7,translate,"Թարգմանիր՝ "վերամշակում"","recycling",000102,NO
w8_l7,w8_l7_mc_8,multiple_choice,"Ընտրիր "անտառահատում"-ի թարգմանությունը","deforestation",000106,NO
w8_l7,w8_l7_tr_8,translate,"Թարգմանիր՝ "անտառահատում"","deforestation",000112,NO
w8_l7,w8_l7_mc_9,multiple_choice,"Ընտրիր "կենդանիներ"-ի թարգմանությունը","animals",000116,NO
w8_l7,w8_l7_tr_9,translate,"Թարգմանիր՝ "կենդանիներ"","animals",000122,NO
w8_l7,w8_l7_mc_10,multiple_choice,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","endangered species",000126,NO
w8_l7,w8_l7_tr_10,translate,"Թարգմանիր՝ "վտանգված տեսակ"","endangered species",000132,NO
w8_l7,w8_l7_mc_11,multiple_choice,"Ընտրիր "արգելոց"-ի թարգմանությունը","reserve",000136,NO
w8_l7,w8_l7_tr_11,translate,"Թարգմանիր՝ "արգելոց"","reserve",000142,NO
w8_l7,w8_l7_mc_12,multiple_choice,"Ընտրիր "էկոհամակարգ"-ի թարգմանությունը","ecosystem",000146,NO
w8_l7,w8_l7_tr_12,translate,"Թարգմանիր՝ "էկոհամակարգ"","ecosystem",000152,NO
w8_l7,w8_l7_mc_13,multiple_choice,"Ընտրիր "կայունություն"-ի թարգմանությունը","sustainability",000156,NO
w8_l7,w8_l7_tr_13,translate,"Թարգմանիր՝ "կայունություն"","sustainability",000162,NO
w8_l7,w8_l7_mc_14,multiple_choice,"Ընտրիր "արևային էներգիա"-ի թարգմանությունը","solar energy",000166,NO
w8_l7,w8_l7_tr_14,translate,"Թարգմանիր՝ "արևային էներգիա"","solar energy",000172,NO
w8_l7,w8_l7_mc_15,multiple_choice,"Ընտրիր "քամու էներգիա"-ի թարգմանությունը","wind energy",000176,NO
w8_l7,w8_l7_tr_15,translate,"Թարգմանիր՝ "քամու էներգիա"","wind energy",000182,NO
w8_l7,w8_l7_mc_16,multiple_choice,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","carbon footprint",000186,NO
w8_l7,w8_l7_tr_16,translate,"Թարգմանիր՝ "ածխածնի հետք"","carbon footprint",000192,NO
w8_l7,w8_l7_mc_17,multiple_choice,"Ընտրիր "կանաչ"-ի թարգմանությունը","green",000196,NO
w8_l7,w8_l7_tr_17,translate,"Թարգմանիր՝ "կանաչ"","green",000202,NO
w8_l7,w8_l7_mc_18,multiple_choice,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","renewable",000206,NO
w8_l7,w8_l7_tr_18,translate,"Թարգմանիր՝ "վերականգնվող"","renewable",000212,NO
w8_l7,w8_l7_mc_19,multiple_choice,"Ընտրիր "վնասակար"-ի թարգմանությունը","harmful",000216,NO
w8_l7,w8_l7_tr_19,translate,"Թարգմանիր՝ "վնասակար"","harmful",000222,NO
w8_l7,w8_l7_mc_20,multiple_choice,"Ընտրիր "պաշտպանել"-ի թարգմանությունը","to protect",000226,NO
w8_l7,w8_l7_tr_20,translate,"Թարգմանիր՝ "պաշտպանել"","to protect",000232,NO
w8_l7,w8_l7_mc_21,multiple_choice,"Ընտրիր "փրկել"-ի թարգմանությունը","to save",000236,NO
w8_l7,w8_l7_tr_21,translate,"Թարգմանիր՝ "փրկել"","to save",000242,NO
w8_l7,w8_l7_mc_22,multiple_choice,"Ընտրիր "նվազեցնել"-ի թարգմանությունը","to reduce",000246,NO
w8_l7,w8_l7_tr_22,translate,"Թարգմանիր՝ "նվազեցնել"","to reduce",000252,NO
w8_l7,w8_l7_mc_23,multiple_choice,"Ընտրիր "վերաօգտագործել"-ի թարգմանությունը","to reuse",000256,NO
w8_l7,w8_l7_tr_23,translate,"Թարգմանիր՝ "վերաօգտագործել"","to reuse",000262,NO
w8_l7,w8_l7_mc_24,multiple_choice,"Ընտրիր "տնկել"-ի թարգմանությունը","to plant",000266,NO
w8_l7,w8_l7_tr_24,translate,"Թարգմանիր՝ "տնկել"","to plant",000272,NO
w8_l7,w8_l7_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",018759,NO
w8_l8,w8_l8_mc_0,multiple_choice,"Ընտրիր "բնություն"-ի թարգմանությունը","nature",000026,NO
w8_l8,w8_l8_tr_0,translate,"Թարգմանիր՝ "բնություն"","nature",000032,NO
w8_l8,w8_l8_mc_1,multiple_choice,"Ընտրիր "շրջակա միջավայր"-ի թարգմանությունը","environment",000036,NO
w8_l8,w8_l8_tr_1,translate,"Թարգմանիր՝ "շրջակա միջավայր"","environment",000042,NO
w8_l8,w8_l8_mc_2,multiple_choice,"Ընտրիր "կլիմա"-ի թարգմանությունը","climate",000046,NO
w8_l8,w8_l8_tr_2,translate,"Թարգմանիր՝ "կլիմա"","climate",000052,NO
w8_l8,w8_l8_mc_3,multiple_choice,"Ընտրիր "ջերմաստիճան"-ի թարգմանությունը","temperature",000056,NO
w8_l8,w8_l8_tr_3,translate,"Թարգմանիր՝ "ջերմաստիճան"","temperature",000062,NO
w8_l8,w8_l8_mc_4,multiple_choice,"Ընտրիր "աղտոտում"-ի թարգմանությունը","pollution",000066,NO
w8_l8,w8_l8_tr_4,translate,"Թարգմանիր՝ "աղտոտում"","pollution",000072,NO
w8_l8,w8_l8_mc_5,multiple_choice,"Ընտրիր "թափոններ"-ի թարգմանությունը","waste",000076,NO
w8_l8,w8_l8_tr_5,translate,"Թարգմանիր՝ "թափոններ"","waste",000082,NO
w8_l8,w8_l8_mc_6,multiple_choice,"Ընտրիր "պլաստիկ"-ի թարգմանությունը","plastic",000086,NO
w8_l8,w8_l8_tr_6,translate,"Թարգմանիր՝ "պլաստիկ"","plastic",000092,NO
w8_l8,w8_l8_mc_7,multiple_choice,"Ընտրիր "վերամշակում"-ի թարգմանությունը","recycling",000096,NO
w8_l8,w8_l8_tr_7,translate,"Թարգմանիր՝ "վերամշակում"","recycling",000102,NO
w8_l8,w8_l8_mc_8,multiple_choice,"Ընտրիր "անտառահատում"-ի թարգմանությունը","deforestation",000106,NO
w8_l8,w8_l8_tr_8,translate,"Թարգմանիր՝ "անտառահատում"","deforestation",000112,NO
w8_l8,w8_l8_mc_9,multiple_choice,"Ընտրիր "կենդանիներ"-ի թարգմանությունը","animals",000116,NO
w8_l8,w8_l8_tr_9,translate,"Թարգմանիր՝ "կենդանիներ"","animals",000122,NO
w8_l8,w8_l8_mc_10,multiple_choice,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","endangered species",000126,NO
w8_l8,w8_l8_tr_10,translate,"Թարգմանիր՝ "վտանգված տեսակ"","endangered species",000132,NO
w8_l8,w8_l8_mc_11,multiple_choice,"Ընտրիր "արգելոց"-ի թարգմանությունը","reserve",000136,NO
w8_l8,w8_l8_tr_11,translate,"Թարգմանիր՝ "արգելոց"","reserve",000142,NO
w8_l8,w8_l8_mc_12,multiple_choice,"Ընտրիր "էկոհամակարգ"-ի թարգմանությունը","ecosystem",000146,NO
w8_l8,w8_l8_tr_12,translate,"Թարգմանիր՝ "էկոհամակարգ"","ecosystem",000152,NO
w8_l8,w8_l8_mc_13,multiple_choice,"Ընտրիր "կայունություն"-ի թարգմանությունը","sustainability",000156,NO
w8_l8,w8_l8_tr_13,translate,"Թարգմանիր՝ "կայունություն"","sustainability",000162,NO
w8_l8,w8_l8_mc_14,multiple_choice,"Ընտրիր "արևային էներգիա"-ի թարգմանությունը","solar energy",000166,NO
w8_l8,w8_l8_tr_14,translate,"Թարգմանիր՝ "արևային էներգիա"","solar energy",000172,NO
w8_l8,w8_l8_mc_15,multiple_choice,"Ընտրիր "քամու էներգիա"-ի թարգմանությունը","wind energy",000176,NO
w8_l8,w8_l8_tr_15,translate,"Թարգմանիր՝ "քամու էներգիա"","wind energy",000182,NO
w8_l8,w8_l8_mc_16,multiple_choice,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","carbon footprint",000186,NO
w8_l8,w8_l8_tr_16,translate,"Թարգմանիր՝ "ածխածնի հետք"","carbon footprint",000192,NO
w8_l8,w8_l8_mc_17,multiple_choice,"Ընտրիր "կանաչ"-ի թարգմանությունը","green",000196,NO
w8_l8,w8_l8_tr_17,translate,"Թարգմանիր՝ "կանաչ"","green",000202,NO
w8_l8,w8_l8_mc_18,multiple_choice,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","renewable",000206,NO
w8_l8,w8_l8_tr_18,translate,"Թարգմանիր՝ "վերականգնվող"","renewable",000212,NO
w8_l8,w8_l8_mc_19,multiple_choice,"Ընտրիր "վնասակար"-ի թարգմանությունը","harmful",000216,NO
w8_l8,w8_l8_tr_19,translate,"Թարգմանիր՝ "վնասակար"","harmful",000222,NO
w8_l8,w8_l8_mc_20,multiple_choice,"Ընտրիր "պաշտպանել"-ի թարգմանությունը","to protect",000226,NO
w8_l8,w8_l8_tr_20,translate,"Թարգմանիր՝ "պաշտպանել"","to protect",000232,NO
w8_l8,w8_l8_mc_21,multiple_choice,"Ընտրիր "փրկել"-ի թարգմանությունը","to save",000236,NO
w8_l8,w8_l8_tr_21,translate,"Թարգմանիր՝ "փրկել"","to save",000242,NO
w8_l8,w8_l8_mc_22,multiple_choice,"Ընտրիր "նվազեցնել"-ի թարգմանությունը","to reduce",000246,NO
w8_l8,w8_l8_tr_22,translate,"Թարգմանիր՝ "նվազեցնել"","to reduce",000252,NO
w8_l8,w8_l8_mc_23,multiple_choice,"Ընտրիր "վերաօգտագործել"-ի թարգմանությունը","to reuse",000256,NO
w8_l8,w8_l8_tr_23,translate,"Թարգմանիր՝ "վերաօգտագործել"","to reuse",000262,NO
w8_l8,w8_l8_mc_24,multiple_choice,"Ընտրիր "տնկել"-ի թարգմանությունը","to plant",000266,NO
w8_l8,w8_l8_tr_24,translate,"Թարգմանիր՝ "տնկել"","to plant",000272,NO
w8_l8,w8_l8_match,match_pairs,"Կապիր հայերեն բառերը անգլերեն թարգմանությունների հետ","",019038,NO
w8_l9,w8_l9_mc_0,multiple_choice,"Ընտրիր "բնություն"-ի թարգմանությունը","nature",000026,NO
w8_l9,w8_l9_tr_0,translate,"Թարգմանիր՝ "բնություն"","nature",000032,NO
w8_l9,w8_l9_mc_1,multiple_choice,"Ընտրիր "շրջակա միջավայր"-ի թարգմանությունը","environment",000036,NO
w8_l9,w8_l9_tr_1,translate,"Թարգմանիր՝ "շրջակա միջավայր"","environment",000042,NO
w8_l9,w8_l9_mc_2,multiple_choice,"Ընտրիր "կլիմա"-ի թարգմանությունը","climate",000046,NO
w8_l9,w8_l9_tr_2,translate,"Թարգմանիր՝ "կլիմա"","climate",000052,NO
w8_l9,w8_l9_mc_3,multiple_choice,"Ընտրիր "ջերմաստիճան"-ի թարգմանությունը","temperature",000056,NO
w8_l9,w8_l9_tr_3,translate,"Թարգմանիր՝ "ջերմաստիճան"","temperature",000062,NO
w8_l9,w8_l9_mc_4,multiple_choice,"Ընտրիր "աղտոտում"-ի թարգմանությունը","pollution",000066,NO
w8_l9,w8_l9_tr_4,translate,"Թարգմանիր՝ "աղտոտում"","pollution",000072,NO
w8_l9,w8_l9_mc_5,multiple_choice,"Ընտրիր "թափոններ"-ի թարգմանությունը","waste",000076,NO
w8_l9,w8_l9_tr_5,translate,"Թարգմանիր՝ "թափոններ"","waste",000082,NO
w8_l9,w8_l9_mc_6,multiple_choice,"Ընտրիր "պլաստիկ"-ի թարգմանությունը","plastic",000086,NO
w8_l9,w8_l9_tr_6,translate,"Թարգմանիր՝ "պլաստիկ"","plastic",000092,NO
w8_l9,w8_l9_mc_7,multiple_choice,"Ընտրիր "վերամշակում"-ի թարգմանությունը","recycling",000096,NO
w8_l9,w8_l9_tr_7,translate,"Թարգմանիր՝ "վերամշակում"","recycling",000102,NO
w8_l9,w8_l9_mc_8,multiple_choice,"Ընտրիր "անտառահատում"-ի թարգմանությունը","deforestation",000106,NO
w8_l9,w8_l9_tr_8,translate,"Թարգմանիր՝ "անտառահատում"","deforestation",000112,NO
w8_l9,w8_l9_mc_9,multiple_choice,"Ընտրիր "կենդանիներ"-ի թարգմանությունը","animals",000116,NO
w8_l9,w8_l9_tr_9,translate,"Թարգմանիր՝ "կենդանիներ"","animals",000122,NO
w8_l9,w8_l9_mc_10,multiple_choice,"Ընտրիր "վտանգված տեսակ"-ի թարգմանությունը","endangered species",000126,NO
w8_l9,w8_l9_tr_10,translate,"Թարգմանիր՝ "վտանգված տեսակ"","endangered species",000132,NO
w8_l9,w8_l9_mc_11,multiple_choice,"Ընտրիր "արգելոց"-ի թարգմանությունը","reserve",000136,NO
w8_l9,w8_l9_tr_11,translate,"Թարգմանիր՝ "արգելոց"","reserve",000142,NO
w8_l9,w8_l9_mc_12,multiple_choice,"Ընտրիր "էկոհամակարգ"-ի թարգմանությունը","ecosystem",000146,NO
w8_l9,w8_l9_tr_12,translate,"Թարգմանիր՝ "էկոհամակարգ"","ecosystem",000152,NO
w8_l9,w8_l9_mc_13,multiple_choice,"Ընտրիր "կայունություն"-ի թարգմանությունը","sustainability",000156,NO
w8_l9,w8_l9_tr_13,translate,"Թարգմանիր՝ "կայունություն"","sustainability",000162,NO
w8_l9,w8_l9_mc_14,multiple_choice,"Ընտրիր "արևային էներգիա"-ի թարգմանությունը","solar energy",000166,NO
w8_l9,w8_l9_tr_14,translate,"Թարգմանիր՝ "արևային էներգիա"","solar energy",000172,NO
w8_l9,w8_l9_mc_15,multiple_choice,"Ընտրիր "քամու էներգիա"-ի թարգմանությունը","wind energy",000176,NO
w8_l9,w8_l9_tr_15,translate,"Թարգմանիր՝ "քամու էներգիա"","wind energy",000182,NO
w8_l9,w8_l9_mc_16,multiple_choice,"Ընտրիր "ածխածնի հետք"-ի թարգմանությունը","carbon footprint",000186,NO
w8_l9,w8_l9_tr_16,translate,"Թարգմանիր՝ "ածխածնի հետք"","carbon footprint",000192,NO
w8_l9,w8_l9_mc_17,multiple_choice,"Ընտրիր "կանաչ"-ի թարգմանությունը","green",000196,NO
w8_l9,w8_l9_tr_17,translate,"Թարգմանիր՝ "կանաչ"","green",000202,NO
w8_l9,w8_l9_mc_18,multiple_choice,"Ընտրիր "վերականգնվող"-ի թարգմանությունը","renewable",000206,NO
